site_id,freepbx_version,asterisk_version,platform,system_ip
406,16.0.40.7,18.20.2,FreePBX,216.109.194.123
407,16.0.40.7,18.20.2,FreePBX,216.109.194.124
408,16.0.40.7,18.20.2,FreePBX,216.109.194.125
409,16.0.40.7,18.20.2,FreePBX,216.109.194.126
41,14.0.13.23,14.7.8,FreePBX,205.251.183.55
410,16.0.40.7,18.20.2,FreePBX,216.109.194.127
411,FUSION,FUSION,FreePBX,69.39.69.13
412,16.0.40.7,18.20.2,FreePBX,216.109.194.128
413,16.0.40.7,18.20.2,FreePBX,216.109.194.129
414,FUSION,FUSION,FreePBX,69.39.69.13
416,FUSION,FUSION,FreePBX,69.39.69.13
417,16.0.40.7,18.20.2,FreePBX,216.109.194.130
418,,,Unknown,216.109.194.131
419,15.0.37.4,16.30.0,FreePBX,216.109.194.132
42,15.0.17,16.20.0,FreePBX,205.251.183.56
420,16.0.40.7,18.20.2,FreePBX,216.109.194.133
421,123NET UC,123NET UC,FreePBX,162.254.68.50
422,FUSION,FUSION,FreePBX,69.39.69.13
423,16.0.40.7,18.20.2,FreePBX,216.109.194.134
424,16.0.40.8,18.20.2,FreePBX,216.109.194.135
425,16.0.40.7,18.20.2,FreePBX,216.109.194.136
426,16.0.40.7,18.20.2,FreePBX,216.109.194.137
427,FUSION,FUSION,FreePBX,69.39.69.13
428,16.0.40.8,18.20.2,FreePBX,216.109.194.138
429,16.0.40.7,18.20.2,FreePBX,216.109.194.139
43,15.0.23.17,16.13.0,FreePBX,205.251.183.57
430,16.0.40.7,18.20.2,FreePBX,216.109.194.140
431,FUSION,FUSION,FreePBX,69.39.69.13
432,16.0.40.7,18.20.2,FreePBX,216.109.194.141
433,,,Unknown,216.109.194.141
434,16.0.40.8,18.20.2,FreePBX,216.109.194.142
435,16.0.40.10,18.20.2,FreePBX,216.109.194.143
437,123NET UC,123NET UC,FreePBX,162.254.68.50
438,16.0.40.8,18.20.2,FreePBX,216.109.194.145
439,16.0.40.8,18.20.2,FreePBX,216.109.194.146
44,15.0.17,16.20.0,FreePBX,205.251.183.47
440,16.0.40.8,18.20.2,FreePBX,216.109.194.147
441,16.0.40.8,18.20.2,FreePBX,216.109.194.148
442,16.0.40.8,18.20.2,FreePBX,216.109.194.149
443,16.0.40.8,18.20.2,FreePBX,216.109.194.150
444,16.0.40.10,18.20.2,FreePBX,216.109.194.151
445,16.0.40.11,18.20.2,FreePBX,216.109.194.152
446,16.0.40.8,18.20.2,FreePBX,216.109.194.153
447,16.0.40.8,18.20.2,FreePBX,216.109.194.154
448,16.0.40.8,18.20.2,FreePBX,216.109.194.155
449,16.0.40.8,18.20.2,FreePBX,216.109.194.156
45,15.0.17,16.19.0,FreePBX,205.251.183.20
450,16.0.40.8,18.20.2,FreePBX,216.109.194.157
451,123NET UC,123NET UC,FreePBX,162.254.68.50
452,16.0.40.11,18.20.2,FreePBX,216.109.194.158
453,16.0.40.8,18.20.2,FreePBX,216.109.194.159
454,16.0.40.10,18.20.2,FreePBX,216.109.194.160
456,16.0.40.8,18.20.2,FreePBX,216.109.194.162
457,16.0.40.13,18.20.2,FreePBX,216.109.194.163
458,16.0.40.11,18.20.2,FreePBX,216.109.194.164
459,FUSION,FUSION,FreePBX,69.39.69.13
46,15.0.16.42,16.6.2,FreePBX,205.251.183.48
460,16.0.40.11,18.20.2,FreePBX,216.109.194.165
461,16.0.40.10,18.20.2,FreePBX,216.109.194.166
462,16.0.40.10,18.20.2,FreePBX,216.109.194.167
463,16.0.40.11,18.20.2,FreePBX,216.109.194.168
464,123NET UC,123NET UC,FreePBX,162.254.68.50
465,16.0.40.11,18.20.2,FreePBX,216.109.194.169
466,16.0.40.11,18.20.2,FreePBX,216.109.194.170
467,16.0.40.11,18.20.2,FreePBX,216.109.194.171
468,FUSION,FUSION,FreePBX,69.39.69.13
469,16.0.40.11,18.20.2,FreePBX,216.109.194.172
47,15.0.17,16.17.0,FreePBX,205.251.183.45
470,16.0.40.10,18.20.2,FreePBX,216.109.194.173
471,123NET UC,123NET UC,FreePBX,162.254.68.50
472,123NET UC,123NET UC,FreePBX,162.254.68.50
473,16.0.40.10,18.20.2,FreePBX,216.109.194.174
474,16.0.40.11,18.20.2,FreePBX,216.109.194.175
475,16.0.40.11,18.20.2,FreePBX,216.109.194.176
476,123NET UC,123NET UC,FreePBX,162.254.68.50
477,16.0.40.11,18.20.2,FreePBX,216.109.194.177
478,16.0.40.11,18.20.2,FreePBX,216.109.194.178
479,FUSION,FUSION,FreePBX,69.39.69.13
48,15.0.17,16.16.2,FreePBX,205.251.183.58
480,FUSION,FUSION,FreePBX,69.39.69.13
481,123NET UC,123NET UC,FreePBX,162.254.68.50
482,123NET UC,123NET UC,FreePBX,162.254.68.50
483,16.0.40.11,18.20.2,FreePBX,216.109.194.179
484,16.0.40.13,18.20.2,FreePBX,216.109.194.180
486,16.0.40.11,18.20.2,FreePBX,216.109.194.182
487,16.0.40.11,18.20.2,FreePBX,216.109.194.183
488,123NET UC,123NET UC,FreePBX,162.254.68.50
489,16.0.40.11,18.20.2,FreePBX,216.109.194.184
49,15.0.16.44,16.6.2,FreePBX,205.251.183.59
490,16.0.40.11,18.20.2,FreePBX,216.109.194.185
491,16.0.40.11,18.20.2,FreePBX,216.109.194.186
492,16.0.40.13,18.20.2,FreePBX,216.109.194.187
493,FUSION,FUSION,FreePBX,69.39.69.13
494,123NET UC,123NET UC,FreePBX,162.254.68.50
495,16.0.40.11,18.20.2,FreePBX,216.109.194.188
496,16.0.40.11,18.20.218.20.2,FreePBX,216.109.194.189
497,16.0.40.11,18.20.2,FreePBX,216.109.194.190
498,16.0.40.11,18.20.2,FreePBX,216.109.194.191
499,16.0.40.11,18.20.2,FreePBX,216.109.194.192
500,123NET UC,123NET UC,FreePBX,162.254.68.50
501,16.0.40.11,18.20.2,FreePBX,216.109.194.193
502,16.0.40.11,18.20.2,FreePBX,216.109.194.194
503,123NET UC,123NET UC,FreePBX,162.254.68.50
504,16.0.40.11,18.20.2,FreePBX,216.109.194.195
505,16.0.40.13,18.26.2,FreePBX,216.109.194.196
507,16.0.40.11,18.20.2,FreePBX,216.109.194.198
508,123NET UC,123NET UC,FreePBX,162.254.68.50
509,16.0.40.11,18.20.2,FreePBX,216.109.194.117
510,123NET UC,123NET UC,FreePBX,162.254.68.50
512,16.0.40.11,18.20.2,FreePBX,216.109.194.2
513,16.0.40.11,18.20.2,FreePBX,216.109.194.3
514,16.0.40.13,18.20.2,FreePBX,216.109.194.4
515,16.0.40.13,18.26.2,FreePBX,216.109.194.80
516,16.0.41,18.20.2,FreePBX,216.109.194.7
517,,,Unknown,216.109.194.8
518,,,Unknown,216.109.194.9
519,,,Unknown,216.109.194.10
52,15.0.17,16.15.1,FreePBX,216.109.194.62
520,16.0.41,18.26.4,FreePBX,69.39.88.42
521,16.0.40.11,18.20.2,FreePBX,216.109.194.52
522,16.0.40.11,18.20.2,FreePBX,216.109.194.45
523,16.0.40.13,18.20.2,FreePBX,69.39.88.19
524,15.0.37.9,16.30.0,FreePBX,69.39.69.23
525,16.0.40.13,18.20.2,FreePBX,69.39.69.159
526,,,Unknown,216.109.194.17
527,FUSION,FUSION,FreePBX,69.39.69.13
528,16.0.40.11,18.20.2,FreePBX,216.109.194.34
529,FUSION,FUSION,FreePBX,69.39.69.13
53,15.0.17,16.15.1,FreePBX,216.109.194.61
530,123NET UC,123NET UC,FreePBX,162.254.68.50
531,16.0.40.13,18.20.2,FreePBX,216.109.194.35
532,16.0.40.13,18.20.2,FreePBX,216.109.194.36
533,16.0.40.13,18.20.2,FreePBX,216.109.194.37
534,123NET UC,123NET UC,FreePBX,162.254.68.50
535,123NET UC,123NET UC,FreePBX,162.254.68.50
536,16.0.40.11,18.20.2,FreePBX,216.109.194.38
537,16.0.40.11,18.20.2,FreePBX,216.109.194.39
538,16.0.40.13,18.20.2,FreePBX,216.109.194.40
539,16.0.40.11,18.20.2,FreePBX,216.109.194.51
54,15.0.16.78,16.15.1,FreePBX,216.109.194.63
540,,,Unknown,216.109.194.42
541,16.0.40.11,18.20.2,FreePBX,216.109.194.43
542,16.0.40.11,18.20.2,FreePBX,216.109.194.44
543,123NET UC,123NET UC,FreePBX,162.254.68.50
544,123NET UC,123NET UC,FreePBX,162.254.68.50
545,123NET UC,123NET UC,FreePBX,162.254.68.50
546,16.0.40.13,18.20.2,FreePBX,216.109.194.46
547,16.0.40.13,18.20.2,FreePBX,216.109.194.47
548,16.0.40.11,18.20.2,FreePBX,216.109.194.48
549,123NET UC,123NET UC,FreePBX,162.254.68.50
550,16.0.40.13,18.26.4,FreePBX,69.39.88.22
551,16.0.40.13,18.26.2,FreePBX,69.39.69.141
552,16.0.40.13,18.20.2,FreePBX,216.109.194.53
553,16.0.40.13,18.26.2,FreePBX,216.109.194.54
554,16.0.40.11,18.20.2,FreePBX,216.109.194.55
555,16.0.40.13,18.20.2,FreePBX,216.109.194.56
556,16.0.40.13,18.20.2,FreePBX,216.109.194.57
557,,,Unknown,216.109.194.58
558,16.0.40.13,18.20.2,FreePBX,216.109.194.72
559,16.0.40.13,18.20.2,FreePBX,216.109.194.84
56,15.0.17,16.15.1,FreePBX,216.109.194.65
560,16.0.40.13,18.20.2,FreePBX,69.39.69.50
561,16.0.40.13,18.20.2,FreePBX,216.109.194.66
562,123NET UC,123NET UC,FreePBX,162.254.68.50
563,123NET UC,123NET UC,FreePBX,162.254.68.50
564,16.0.40.13,18.20.2,FreePBX,216.109.194.73
565,123NET UC,123NET UC,FreePBX,162.254.68.50
566,16.0.40.13,18.26.2,FreePBX,216.109.194.85
567,16.0.40.13,18.20.2,FreePBX,216.109.194.87
568,16.0.40.13,18.20.2,FreePBX,69.39.69.27
569,123NET UC,123NET UC,FreePBX,162.254.68.50
57,15.0.17,16.15.1,FreePBX,216.109.194.60
570,16.0.40.13,18.20.2,FreePBX,69.39.69.28
571,,,Unknown,69.39.69.31
572,16.0.40.13,18.20.2,FreePBX,69.39.69.119
573,123NET UC,123NET UC,FreePBX,162.254.68.50
574,16.0.40.13,18.20.2,FreePBX,69.39.69.152
575,16.0.40.13,18.26.2,FreePBX,69.39.69.178
576,16.0.40.13,18.26.2,FreePBX,69.39.69.207
577,16.0.40.13,18.26.2,FreePBX,69.39.69.211
578,16.0.40.13,18.26.4,FreePBX,69.39.69.218
579,16.0.40.13,18.20.2,FreePBX,69.39.69.225
58,15.0.17,16.15.1,FreePBX,216.109.194.67
580,123NET UC,123NET UC,FreePBX,162.254.68.50
581,123NET UC,123NET UC,FreePBX,162.254.68.50
582,,,Unknown,69.39.69.226
583,,,Unknown,69.39.69.234
584,16.0.40.13,18.26.2,FreePBX,69.39.69.254
585,16.0.41.1,18.26.4,FreePBX,69.39.88.57
586,16.0.40.13,18.26.2,FreePBX,69.39.88.3
587,16.0.40.13,18.20.2,FreePBX,69.39.88.2
588,,,Unknown,69.39.88.4
589,16.0.40.13,18.20.2,FreePBX,69.39.88.5
590,FUSION,FUSION,FreePBX,69.39.69.13
591,16.0.40.13,18.20.2,FreePBX,69.39.88.6
592,16.0.40.13,18.20.2,FreePBX,69.39.88.7
593,,,Unknown,69.39.88.8
594,FUSION,FUSION,FreePBX,69.39.69.13
595,16.0.40.13,18.26.2,FreePBX,69.39.88.12
596,FUSION,FUSION,FreePBX,69.39.69.13
597,16.0.40.13,18.20.2,FreePBX,69.39.88.9
598,16.0.41,18.20.2,FreePBX,69.39.88.10
599,16.0.40.13,18.20.2,FreePBX,69.39.88.11
6,12.0.76.6,12.8.1,FreePBX,205.251.183.9
60,15.0.17,16.15.1,FreePBX,216.109.194.71
600,FUSION,FUSION,FreePBX,69.39.69.13
601,,,Unknown,69.39.88.13
602,,,Unknown,69.39.88.14
603,16.0.41.1,18.26.4,FreePBX,69.39.88.15
604,,,Unknown,69.39.88.16
605,16.0.41,18.26.4,FreePBX,69.39.88.17
606,16.0.40.13,18.20.2,FreePBX,69.39.88.18
607,,,Unknown,69.39.88.20
608,123NET UC,123NET UC,FreePBX,162.254.68.50
609,,,Unknown,69.39.88.21
61,14.0.13.23,16.4.1,FreePBX,216.109.194.70
610,,,Unknown,69.39.88.23
611,16.0.41.4,18.26.4,FreePBX,69.39.88.24
612,16.0.41,18.26.4,FreePBX,69.39.88.25
613,16.0.41.1,18.26.4,FreePBX,69.39.88.26
614,,,Unknown,69.39.88.27
615,,,Unknown,69.39.88.28
616,,,Unknown,69.39.88.29
617,,,Unknown,69.39.88.30
618,123NET UC,123NET UC,FreePBX,162.254.68.50
619,,,Unknown,69.39.88.31
620,,,Unknown,69.39.88.32
621,16.0.41,18.26.4,FreePBX,69.39.88.33
622,16.0.41.1,18.26.4,FreePBX,69.39.88.34
623,123NET UC,123NET UC,FreePBX,162.254.68.50
624,,,Unknown,69.39.88.35
625,,,Unknown,69.39.88.36
626,16.0.41.1,18.20.2,FreePBX,69.39.88.37
627,16.0.41.4,18.26.4,FreePBX,69.39.88.38
628,,,Unknown,69.39.88.39
629,,,Unknown,69.39.88.40
63,15.0.17,16.15.1,FreePBX,216.109.194.68
630,,,Unknown,69.39.88.41
631,16.0.41,18.26.4,FreePBX,69.39.88.43
632,,,Unknown,69.39.88.44
633,,,Unknown,69.39.88.45
634,,,Unknown,69.39.88.46
635,,,Unknown,69.39.88.47
636,16.0.41.1,18.26.4,FreePBX,69.39.88.48
637,16.0.41.1,18.26.4,FreePBX,69.39.88.49
638,,,Unknown,69.39.88.50
639,16.0.41.1,18.26.4,FreePBX,69.39.88.51
64,15.0.17,16.15.1,FreePBX,216.109.194.69
640,,,Unknown,69.39.88.52
641,,,Unknown,69.39.88.53
642,,,Unknown,69.39.88.54
643,FUSION,FUSION,FreePBX,69.39.69.13
644,,,Unknown,69.39.88.55
645,,,Unknown,69.39.88.56
67,15.0.17,16.17.0,FreePBX,216.109.194.74
68,15.0.17,16.9.0,FreePBX,216.109.194.75
69,15.0.17,16.15.1,FreePBX,216.109.194.76
70,15.0.17,16.15.1,FreePBX,216.109.194.77
71,15.0.17,16.17.0,FreePBX,216.109.194.78
73,15.0.17,16.17.0,FreePBX,216.109.194.79
75,15.0.17,16.16.2,FreePBX,216.109.194.81
76,15.0.16.44,16.6.2,FreePBX,216.109.194.83
77,15.0.17,16.17.0,FreePBX,216.109.194.82
80,15.0.17,16.17.0,FreePBX,216.109.194.86
81,2.8.1.0,1.8.4,FreePBX,205.251.183.2
83,15.0.17,16.15.1,FreePBX,216.109.194.88
84,15.0.16.44,16.6.2,FreePBX,216.109.194.89
85,15.0.16.44,16.6.2,FreePBX,216.109.194.90
86,15.0.17,16.17.0,FreePBX,216.109.194.91
87,15.0.17,16.15.1,FreePBX,216.109.194.92
88,15.0.17,16.15.1,FreePBX,216.109.194.93
89,15.0.17,16.16.2,FreePBX,216.109.194.94
90,15.0.17,16.17.0,FreePBX,216.109.194.95
92,15.0.16.57,16.6.2,FreePBX,216.109.194.96
93,15.0.17,16.17.0,FreePBX,216.109.194.97
94,15.0.17,16.16.2,FreePBX,216.109.194.98
96,15.0.16.72,16.11.1,FreePBX,216.109.194.100
97,15.0.16.72,16.11.1,FreePBX,216.109.194.101
